athlete_id,session_id,sensor_id,timestamp_s,distance_cm,time_to_wall_s,speed_mps,pace_s_per_25m,th_early_cm,th_urgent_cm,th_safety_cm,safe_class,optimal_threshold_cm
A005,S009,SENS02,266,1040.4,8.96,1.161,21.53,204.1,129.7,58.2,Safe,90.3
A005,S009,SENS02,267,917.9,7.26,1.265,19.76,189.0,139.7,65.9,Safe,99.9
A005,S009,SENS02,268,784.4,6.01,1.305,19.16,192.9,123.1,73.1,Safe,97.5
A005,S009,SENS02,269,676.0,5.97,1.132,22.08,186.3,116.9,59.6,Safe,88.9
A005,S009,SENS02,270,555.0,4.67,1.189,21.02,201.9,134.2,79.4,Safe,109.5
A005,S009,SENS02,271,431.2,3.56,1.211,20.64,188.8,138.5,76.0,Safe,105.8
A005,S009,SENS02,272,313.0,2.64,1.184,21.12,194.4,121.8,56.9,Safe,89.7
A005,S009,SENS02,273,178.6,1.38,1.296,19.29,203.2,122.1,58.5,Warning,92.1
A005,S009,SENS02,274,68.7,0.61,1.13,22.12,189.4,125.5,66.7,Urgent,94.3
A005,S009,SENS02,275,2450.3,20.11,1.219,20.51,185.2,128.2,67.8,Safe,98.8
A005,S009,SENS02,276,2332.0,19.69,1.184,21.11,201.1,118.1,65.3,Safe,90.1
A005,S009,SENS02,277,2201.5,16.91,1.302,19.2,189.0,142.3,76.9,Safe,112.3
A005,S009,SENS02,278,2076.6,16.08,1.291,19.36,195.0,141.8,58.1,Safe,98.2
A005,S009,SENS02,279,1963.6,16.94,1.159,21.57,212.1,129.9,55.8,Safe,90.4
A005,S009,SENS02,280,1832.4,14.34,1.278,19.56,207.1,124.4,66.3,Safe,94.2
A005,S009,SENS02,281,1713.2,15.0,1.142,21.89,187.7,115.9,71.9,Safe,94.0
A005,S009,SENS02,282,1594.0,12.8,1.245,20.08,212.7,143.3,61.7,Safe,100.1
A005,S009,SENS02,283,1468.0,11.95,1.229,20.35,208.4,113.2,70.5,Safe,87.9
A005,S009,SENS02,284,1350.7,11.34,1.191,20.99,193.4,140.8,78.7,Safe,109.9
A005,S009,SENS02,285,1234.4,10.22,1.208,20.69,214.8,129.1,70.9,Safe,100.6
A005,S009,SENS02,286,1118.7,9.64,1.16,21.55,207.5,123.7,78.8,Safe,102.6
A005,S009,SENS02,287,991.5,7.9,1.255,19.92,213.3,131.1,66.9,Safe,98.6
A005,S009,SENS02,288,865.3,7.11,1.218,20.53,206.8,129.8,78.7,Safe,103.7
A005,S009,SENS02,289,739.5,5.91,1.252,19.97,188.9,139.7,77.4,Safe,106.0
A005,S009,SENS02,290,608.7,4.63,1.315,19.01,194.4,124.3,74.2,Safe,100.9
A005,S009,SENS02,291,490.4,4.17,1.176,21.26,208.1,138.8,75.5,Safe,106.4
A005,S009,SENS02,292,374.4,3.17,1.181,21.17,208.7,114.2,69.0,Safe,89.9
A005,S009,SENS02,293,260.0,2.3,1.129,22.14,188.2,138.2,72.8,Safe,109.3
A005,S009,SENS02,294,135.4,1.11,1.215,20.57,185.7,140.3,73.3,Warning,110.8
A005,S009,SENS02,295,17.6,0.15,1.166,21.44,191.4,142.4,56.7,Urgent,95.2
A005,S009,SENS02,296,2399.2,20.31,1.181,21.16,212.2,126.9,56.5,Safe,92.8
A005,S009,SENS02,297,2280.9,18.34,1.244,20.1,200.0,113.0,62.7,Safe,89.8
A005,S009,SENS02,298,2153.2,16.28,1.323,18.9,194.2,125.2,74.4,Safe,102.7
A005,S009,SENS02,299,2034.3,16.78,1.212,20.62,197.9,127.4,63.5,Safe,98.0
A005,S009,SENS02,300,1915.6,15.59,1.228,20.35,194.3,127.7,73.5,Safe,100.1
A005,S009,SENS02,301,1794.9,14.27,1.258,19.87,188.6,123.4,61.7,Safe,93.0
A005,S009,SENS02,302,1657.9,12.47,1.329,18.81,195.0,130.3,71.4,Safe,100.9
A005,S009,SENS02,303,1533.9,12.4,1.237,20.21,200.6,122.3,65.0,Safe,95.8
A005,S009,SENS02,304,1401.4,10.94,1.281,19.52,193.6,112.2,66.9,Safe,88.0
A005,S009,SENS02,305,1274.5,10.3,1.237,20.21,213.0,135.7,56.2,Safe,92.8
A005,S009,SENS02,306,1136.6,8.61,1.321,18.93,195.9,116.3,78.6,Safe,95.6
A005,S009,SENS02,307,1016.3,8.08,1.258,19.87,212.1,127.8,61.0,Safe,93.7
A005,S009,SENS02,308,883.3,6.82,1.296,19.3,185.6,122.6,70.4,Safe,95.5
A005,S009,SENS02,309,762.2,6.12,1.245,20.08,209.3,133.6,60.1,Safe,99.9
A005,S009,SENS02,310,636.0,5.03,1.265,19.76,208.4,125.5,77.4,Safe,101.3
A005,S009,SENS02,311,513.6,4.27,1.202,20.8,204.7,111.3,64.1,Safe,89.8
A005,S009,SENS02,312,404.1,3.54,1.141,21.9,193.8,110.6,62.1,Safe,88.8
A005,S009,SENS02,313,275.2,2.14,1.284,19.47,191.7,138.5,59.9,Safe,97.6
A005,S009,SENS02,314,151.1,1.25,1.205,20.75,207.4,119.8,67.5,Warning,89.3
A005,S009,SENS02,315,30.3,0.24,1.242,20.13,188.6,120.3,55.9,Urgent,90.3
A005,S009,SENS02,316,2416.7,20.57,1.175,21.28,209.2,139.2,68.8,Safe,100.9
A005,S009,SENS02,317,2299.8,19.01,1.21,20.66,202.5,139.1,58.3,Safe,97.4
A005,S009,SENS02,318,2179.8,19.05,1.144,21.85,198.9,135.5,74.1,Safe,103.9
A005,S009,SENS02,319,2069.2,18.06,1.145,21.82,190.1,124.4,62.0,Safe,92.2
A005,S009,SENS02,320,1945.0,15.5,1.255,19.92,208.3,111.1,74.4,Safe,90.5
A005,S009,SENS02,321,1820.8,14.98,1.215,20.57,199.1,117.0,62.6,Safe,90.6
A005,S009,SENS02,322,1693.7,13.81,1.226,20.38,192.6,139.3,69.4,Safe,101.2
A005,S009,SENS02,323,1568.1,12.95,1.211,20.65,198.8,116.0,72.5,Safe,95.0
A005,S009,SENS02,324,1451.7,12.32,1.178,21.22,198.2,136.3,64.7,Safe,98.8
A005,S009,SENS02,325,1325.9,10.55,1.257,19.89,213.1,136.4,67.8,Safe,98.5
A005,S009,SENS02,326,1200.1,9.65,1.244,20.1,187.8,130.1,66.5,Safe,97.3
A005,S009,SENS02,327,1073.9,8.87,1.21,20.66,208.5,132.0,75.4,Safe,106.3
A005,S009,SENS02,328,945.9,7.74,1.222,20.46,214.9,122.2,69.0,Safe,95.4
A005,S009,SENS02,329,824.5,6.58,1.254,19.94,189.5,117.3,62.6,Safe,90.5
A005,S009,SENS02,330,702.2,5.63,1.248,20.03,194.3,135.3,62.2,Safe,99.1
A005,S009,SENS02,331,587.0,4.89,1.201,20.82,202.8,120.6,68.0,Safe,96.7
A005,S009,SENS02,332,466.1,3.72,1.253,19.95,202.0,131.9,77.4,Safe,103.8
A005,S009,SENS02,333,333.4,2.58,1.293,19.33,205.1,128.0,66.2,Safe,96.3
A005,S009,SENS02,334,206.1,1.65,1.252,19.96,195.6,127.6,67.3,Safe,100.3
A005,S009,SENS02,335,81.5,0.65,1.254,19.93,186.1,112.4,65.2,Urgent,87.4
A005,S009,SENS02,336,2458.5,19.81,1.241,20.15,214.2,143.9,58.2,Safe,100.4
A005,S009,SENS02,337,2340.5,20.05,1.167,21.42,188.7,141.7,71.7,Safe,108.0
A005,S009,SENS02,338,2220.7,19.2,1.157,21.62,202.9,129.4,74.0,Safe,104.1
A005,S009,SENS02,339,2094.5,16.64,1.259,19.86,215.0,140.5,57.6,Safe,102.2
A005,S009,SENS02,340,1970.8,15.98,1.234,20.27,200.5,133.4,68.2,Safe,101.1
A005,S009,SENS02,341,1847.9,15.24,1.212,20.62,204.0,138.4,79.5,Safe,109.2
A005,S009,SENS02,342,1720.4,14.09,1.221,20.47,199.5,117.6,72.5,Safe,97.0
A005,S009,SENS02,343,1604.9,13.42,1.196,20.91,205.3,142.6,56.8,Safe,96.4
A005,S009,SENS02,344,1487.3,12.61,1.179,21.2,188.0,116.0,65.3,Safe,90.8
A005,S009,SENS02,345,1365.2,11.6,1.177,21.25,194.9,114.3,57.8,Safe,82.0
A005,S009,SENS02,346,1246.6,10.0,1.247,20.05,196.2,139.0,77.5,Safe,108.5
A005,S009,SENS02,347,1135.1,10.08,1.126,22.21,210.6,114.0,77.3,Safe,95.0
A005,S009,SENS02,348,1019.0,8.36,1.219,20.5,212.5,138.6,70.5,Safe,104.7
A005,S009,SENS02,349,901.3,7.97,1.131,22.1,213.8,135.8,76.3,Safe,108.3
A005,S009,SENS02,350,793.9,7.43,1.069,23.39,211.6,135.8,72.1,Safe,106.5
A005,S009,SENS02,351,673.5,5.41,1.245,20.08,185.9,140.0,70.8,Safe,105.1
A005,S009,SENS02,352,546.0,4.37,1.25,20.0,199.9,123.9,66.4,Safe,92.5
A005,S009,SENS02,353,436.3,3.8,1.149,21.76,203.1,144.7,75.2,Safe,111.4
A007,S010,SENS01,1,2371.8,18.25,1.3,19.24,187.3,131.4,68.1,Safe,99.9
A007,S010,SENS01,2,2242.0,16.52,1.357,18.42,208.0,123.5,78.6,Safe,101.8
A007,S010,SENS01,3,2096.5,14.49,1.447,17.28,195.0,125.4,68.7,Safe,93.4
A007,S010,SENS01,4,1957.5,14.0,1.399,17.88,206.4,113.4,67.4,Safe,92.5
A007,S010,SENS01,5,1830.6,14.21,1.289,19.4,190.5,116.6,72.9,Safe,95.6
A007,S010,SENS01,6,1687.7,11.97,1.41,17.73,185.7,131.2,73.4,Safe,101.5
A007,S010,SENS01,7,1562.2,12.13,1.288,19.41,199.1,113.9,76.6,Safe,97.1
A007,S010,SENS01,8,1437.4,10.97,1.31,19.08,207.1,123.6,79.9,Safe,101.9
A007,S010,SENS01,9,1305.6,9.83,1.328,18.83,206.9,134.6,72.5,Safe,103.3
A007,S010,SENS01,10,1179.9,9.12,1.294,19.32,194.4,111.8,64.6,Safe,88.8
A007,S010,SENS01,11,1043.8,7.84,1.331,18.78,212.9,143.3,56.0,Safe,99.6
A007,S010,SENS01,12,913.5,7.06,1.293,19.33,186.3,144.5,57.3,Safe,99.3
A007,S010,SENS01,13,795.6,6.65,1.196,20.91,193.8,136.0,69.1,Safe,100.3
A007,S010,SENS01,14,671.5,5.23,1.284,19.47,204.2,111.1,73.1,Safe,89.8
A007,S010,SENS01,15,547.9,4.23,1.295,19.31,197.3,126.9,68.8,Safe,96.5
A007,S010,SENS01,16,426.8,3.37,1.265,19.76,193.0,136.2,59.9,Safe,98.0
A007,S010,SENS01,17,299.4,2.44,1.228,20.35,200.8,129.3,62.9,Safe,94.2
A007,S010,SENS01,18,173.2,1.34,1.289,19.4,193.0,143.6,62.7,Warning,98.7
A007,S010,SENS01,19,37.3,0.28,1.344,18.6,185.9,136.4,58.6,Urgent,98.3
A007,S010,SENS01,20,2405.5,18.51,1.3,19.23,189.4,135.9,74.0,Safe,106.2
A007,S010,SENS01,21,2279.1,17.98,1.268,19.72,188.2,125.1,55.4,Safe,93.8
A007,S010,SENS01,22,2152.7,17.1,1.259,19.86,203.2,143.6,65.0,Safe,103.2
A007,S010,SENS01,23,2021.3,15.75,1.283,19.48,212.7,143.4,57.3,Safe,99.0
A007,S010,SENS01,24,1894.8,14.73,1.286,19.44,200.9,126.8,66.6,Safe,94.9
A007,S010,SENS01,25,1761.1,13.06,1.348,18.54,195.4,123.5,63.9,Safe,93.3
A007,S010,SENS01,26,1624.8,12.04,1.349,18.53,204.7,123.5,59.9,Safe,92.1
A007,S010,SENS01,27,1499.1,12.26,1.223,20.45,188.6,129.7,57.1,Safe,92.9
A007,S010,SENS01,28,1371.6,10.75,1.276,19.6,187.2,138.8,61.0,Safe,99.1
A007,S010,SENS01,29,1236.2,9.34,1.324,18.89,209.0,127.3,72.5,Safe,100.8
A007,S010,SENS01,30,1115.0,8.87,1.257,19.89,190.0,111.9,63.4,Safe,89.4
A007,S010,SENS01,31,969.8,7.0,1.385,18.05,202.5,140.6,75.4,Safe,108.6
A007,S010,SENS01,32,839.6,6.28,1.337,18.7,194.9,115.3,59.6,Safe,89.4
A007,S010,SENS01,33,710.2,5.74,1.236,20.22,208.5,122.3,71.7,Safe,96.7
A007,S010,SENS01,34,584.6,4.67,1.252,19.96,200.7,128.9,74.4,Safe,102.6
A007,S010,SENS01,35,467.3,3.83,1.219,20.52,194.6,114.5,76.9,Safe,94.3
A007,S010,SENS01,36,337.2,2.49,1.352,18.49,200.7,117.2,78.8,Safe,99.6
A007,S010,SENS01,37,207.9,1.62,1.284,19.47,190.5,139.2,55.3,Safe,97.7
A007,S010,SENS01,38,68.0,0.5,1.372,18.22,198.9,111.5,69.7,Urgent,92.7
A007,S010,SENS01,39,2429.1,18.24,1.332,18.77,209.9,132.7,56.6,Safe,93.6
A007,S010,SENS01,40,2301.7,17.61,1.307,19.13,190.6,132.0,64.7,Safe,97.0
A007,S010,SENS01,41,2176.5,16.7,1.303,19.19,196.6,117.6,61.8,Safe,88.4
A007,S010,SENS01,42,2046.9,16.24,1.26,19.84,191.4,138.3,57.8,Safe,96.1
A007,S010,SENS01,43,1919.8,14.74,1.302,19.19,204.8,116.7,72.7,Safe,93.8
A007,S010,SENS01,44,1790.5,13.41,1.335,18.73,206.5,112.3,67.3,Safe,90.1
A007,S010,SENS01,45,1650.0,12.19,1.353,18.48,198.1,118.4,69.6,Safe,95.4
A007,S010,SENS01,46,1514.4,11.25,1.346,18.57,189.8,122.3,57.8,Safe,90.2
A007,S010,SENS01,47,1392.3,10.94,1.273,19.64,207.8,112.2,76.0,Safe,96.7
A007,S010,SENS01,48,1271.3,10.38,1.225,20.41,213.6,123.5,57.8,Safe,92.8
A007,S010,SENS01,49,1130.4,8.18,1.383,18.08,206.9,126.2,72.7,Safe,102.3
A007,S010,SENS01,50,1005.1,8.16,1.232,20.3,206.4,131.9,74.3,Safe,99.9
A007,S010,SENS01,51,860.5,6.25,1.378,18.15,194.7,110.9,72.3,Safe,92.3
A007,S010,SENS01,52,732.8,5.81,1.261,19.83,209.1,141.8,61.4,Safe,101.8
A007,S010,SENS01,53,601.4,4.8,1.252,19.97,198.4,128.0,63.2,Safe,93.3
A007,S010,SENS01,54,465.6,3.45,1.35,18.52,209.5,135.9,62.0,Safe,100.3
A007,S010,SENS01,55,333.0,2.52,1.321,18.92,203.8,137.9,65.2,Safe,100.3
A007,S010,SENS01,56,212.3,1.73,1.23,20.33,210.5,123.4,64.3,Safe,94.3
A007,S010,SENS01,57,78.7,0.61,1.287,19.43,201.1,116.0,57.7,Urgent,84.5
A007,S010,SENS01,58,2444.0,18.25,1.339,18.67,203.7,126.8,65.5,Safe,97.6
A007,S010,SENS01,59,2312.2,18.37,1.259,19.86,198.2,128.8,57.4,Safe,93.3
A007,S010,SENS01,60,2178.5,16.71,1.303,19.18,198.1,139.6,55.7,Safe,96.6
A007,S010,SENS01,61,2046.5,15.8,1.295,19.3,207.8,129.0,62.8,Safe,95.4
A007,S010,SENS01,62,1912.5,14.75,1.297,19.28,192.6,133.8,56.2,Safe,94.5
A007,S010,SENS01,63,1780.1,13.62,1.307,19.12,204.3,110.8,61.2,Safe,86.5
A007,S010,SENS01,64,1654.7,12.66,1.307,19.13,198.3,139.7,80.0,Safe,109.8
A007,S010,SENS01,65,1516.5,11.29,1.343,18.62,213.2,112.8,74.6,Safe,94.3
A007,S010,SENS01,66,1375.7,9.69,1.42,17.6,210.0,124.3,70.0,Safe,95.4
A007,S010,SENS01,67,1242.3,9.76,1.273,19.64,204.1,117.6,60.0,Safe,90.2
A007,S010,SENS01,68,1114.2,8.36,1.333,18.75,185.3,118.1,79.4,Safe,96.2
A007,S010,SENS01,69,986.8,7.76,1.271,19.67,188.6,136.7,69.2,Safe,102.9
A007,S010,SENS01,70,847.8,6.32,1.341,18.64,192.3,139.2,67.9,Safe,102.8
A007,S010,SENS01,71,721.7,5.56,1.298,19.25,188.4,113.8,68.0,Safe,88.3
A007,S010,SENS01,72,603.5,4.96,1.216,20.56,200.5,130.1,67.7,Safe,96.6
A007,S010,SENS01,73,472.1,3.45,1.368,18.27,189.8,119.0,75.9,Safe,97.1
A007,S010,SENS01,74,344.2,2.73,1.263,19.79,185.3,125.7,59.3,Safe,94.0
A007,S010,SENS01,75,211.8,1.62,1.308,19.11,192.3,126.5,60.2,Safe,95.9
A007,S010,SENS01,76,75.7,0.58,1.303,19.19,194.8,118.6,61.1,Urgent,90.4
A007,S010,SENS01,77,2454.8,19.36,1.268,19.71,205.3,129.8,70.1,Safe,101.8
A007,S010,SENS01,78,2328.8,18.16,1.283,19.49,202.3,120.6,79.4,Safe,101.5
A007,S010,SENS01,79,2188.4,15.73,1.391,17.97,189.0,144.6,63.5,Safe,105.4
A007,S010,SENS01,80,2056.3,15.57,1.321,18.93,205.8,138.3,65.6,Safe,102.8
A007,S010,SENS01,81,1924.8,14.02,1.373,18.21,207.6,130.0,72.1,Safe,103.5
A007,S010,SENS01,82,1802.6,14.29,1.261,19.82,208.5,116.1,56.4,Safe,84.6
A007,S010,SENS01,83,1676.6,13.03,1.287,19.43,201.0,120.0,73.8,Safe,92.2
A007,S010,SENS01,84,1546.2,11.47,1.348,18.54,205.0,114.4,76.6,Safe,95.0
A007,S010,SENS01,85,1426.9,11.39,1.253,19.96,214.5,129.6,79.1,Safe,101.7
A007,S010,SENS01,86,1289.5,9.82,1.313,19.05,188.6,113.1,72.4,Safe,92.3
A007,S010,SENS01,87,1154.9,8.79,1.314,19.03,198.8,135.4,65.7,Safe,98.5
A007,S010,SENS01,88,1018.7,7.8,1.306,19.14,185.5,121.9,72.2,Safe,98.1
A007,S010,SENS01,89,888.5,6.96,1.277,19.58,192.6,142.5,77.6,Safe,112.0
A007,S010,SENS01,90,757.4,5.98,1.266,19.74,193.8,135.5,57.9,Safe,97.0
A007,S010,SENS01,91,623.9,4.81,1.297,19.27,196.9,115.2,55.5,Safe,86.5
A007,S010,SENS01,92,490.8,3.63,1.353,18.48,185.6,136.7,71.9,Safe,105.8
A007,S010,SENS01,93,364.9,2.98,1.226,20.4,193.4,112.2,56.3,Safe,84.1
A007,S010,SENS01,94,236.2,1.81,1.307,19.13,188.5,113.1,60.9,Safe,88.1
A007,S010,SENS01,95,100.8,0.73,1.378,18.14,198.9,115.8,75.7,Warning,94.3
A007,S010,SENS01,96,2466.7,18.89,1.306,19.15,210.6,136.1,64.0,Safe,101.4
A007,S010,SENS01,97,2337.9,18.11,1.291,19.36,191.6,141.3,62.3,Safe,102.1
A007,S010,SENS01,98,2193.4,15.59,1.407,17.76,200.5,121.4,79.5,Safe,98.4
A007,S010,SENS01,99,2070.1,17.06,1.213,20.6,210.3,125.4,58.5,Safe,85.9
A007,S010,SENS01,100,1939.8,15.0,1.293,19.33,193.4,131.6,58.1,Safe,96.2
A007,S010,SENS01,101,1812.3,14.81,1.224,20.43,188.2,124.1,60.3,Safe,91.5
A007,S010,SENS01,102,1675.5,12.66,1.323,18.9,207.1,119.0,65.3,Safe,95.1
A007,S010,SENS01,103,1537.6,11.59,1.327,18.85,191.2,139.0,64.0,Safe,101.5
A007,S010,SENS01,104,1408.2,10.72,1.314,19.03,214.0,129.4,69.8,Safe,98.8
A007,S010,SENS01,105,1273.5,9.77,1.304,19.17,188.3,125.5,60.2,Safe,93.6
A007,S010,SENS01,106,1151.4,9.2,1.252,19.97,192.0,131.8,58.9,Safe,96.1
A007,S010,SENS01,107,1032.9,8.41,1.228,20.36,185.0,117.6,71.8,Safe,95.9
A007,S010,SENS01,108,902.9,7.12,1.268,19.71,190.0,110.3,56.7,Safe,84.7
A007,S010,SENS01,109,778.6,6.52,1.194,20.93,205.6,127.2,58.6,Safe,91.6
A007,S010,SENS01,110,651.7,5.04,1.293,19.33,211.9,115.6,69.3,Safe,95.2
A007,S010,SENS01,111,514.3,3.86,1.331,18.78,187.1,135.1,66.7,Safe,99.6
A007,S010,SENS01,112,383.0,3.0,1.277,19.58,189.0,138.4,58.1,Safe,99.0
A007,S010,SENS01,113,259.6,2.02,1.283,19.49,188.7,141.3,56.0,Safe,101.5
A007,S010,SENS01,114,140.1,1.18,1.191,20.99,197.3,127.9,70.3,Warning,97.7
A007,S010,SENS01,115,12.2,0.1,1.233,20.28,204.8,143.8,72.5,Urgent,105.8
A007,S010,SENS01,116,2383.9,18.02,1.323,18.9,197.5,138.4,67.1,Safe,99.0
A007,S010,SENS01,117,2253.0,17.14,1.314,19.02,186.0,135.8,56.0,Safe,94.0
A007,S010,SENS01,118,2135.5,17.82,1.199,20.86,192.1,116.9,62.6,Safe,88.9
A007,S010,SENS01,119,2013.2,16.42,1.226,20.39,215.0,122.5,75.9,Safe,99.9
A007,S010,SENS01,120,1889.7,14.86,1.271,19.66,200.2,122.1,60.7,Safe,88.9
A007,S010,SENS01,121,1768.5,14.93,1.185,21.1,200.4,125.7,66.2,Safe,95.4
A007,S010,SENS01,122,1644.5,12.82,1.283,19.48,195.4,127.3,56.1,Safe,92.5
A007,S010,SENS01,123,1518.1,11.97,1.268,19.71,190.4,114.2,57.8,Safe,84.2
A007,S010,SENS01,124,1397.0,11.35,1.231,20.31,189.8,137.1,79.1,Safe,110.0
A007,S010,SENS01,125,1272.1,10.05,1.265,19.76,190.7,128.0,79.8,Safe,105.3
A007,S010,SENS01,126,1138.3,8.81,1.292,19.35,207.9,119.1,72.1,Safe,97.0
A007,S010,SENS01,127,1004.9,7.89,1.274,19.63,203.9,124.9,75.8,Safe,102.6
A007,S010,SENS01,128,871.0,6.64,1.312,19.05,191.1,116.5,56.8,Safe,87.9
A007,S010,SENS01,129,734.2,5.61,1.309,19.09,205.5,112.3,76.3,Safe,95.2
A007,S010,SENS01,130,603.9,4.75,1.273,19.65,202.8,127.2,67.9,Safe,98.7
A007,S010,SENS01,131,477.7,3.69,1.294,19.32,187.3,139.4,65.3,Safe,100.6
A007,S010,SENS01,132,354.6,2.74,1.295,19.3,187.4,123.4,69.1,Safe,99.4
A007,S010,SENS01,133,224.8,1.72,1.31,19.08,212.1,139.5,58.6,Safe,96.8
A007,S010,SENS01,134,91.1,0.71,1.282,19.5,196.1,129.8,60.4,Urgent,96.8
A007,S010,SENS01,135,2473.6,20.59,1.201,20.81,189.9,134.0,60.4,Safe,96.7
A007,S010,SENS01,136,2361.9,21.45,1.101,22.71,212.7,126.7,62.8,Safe,96.2
A007,S010,SENS01,137,2233.8,17.21,1.298,19.27,213.4,137.1,64.9,Safe,101.8
A007,S010,SENS01,138,2117.9,17.94,1.181,21.17,207.3,126.5,77.7,Safe,104.9
A007,S010,SENS01,139,2007.8,17.56,1.143,21.87,188.3,140.1,78.3,Safe,108.6
A007,S010,SENS01,140,1890.1,15.27,1.238,20.19,202.4,131.4,64.3,Safe,98.2
A007,S010,SENS01,141,1760.6,14.18,1.242,20.13,185.8,124.5,64.1,Safe,95.4
A007,S010,SENS01,142,1633.6,12.37,1.321,18.93,206.1,138.3,78.6,Safe,107.6
A007,S010,SENS01,143,1500.8,11.55,1.3,19.24,189.2,137.3,63.3,Safe,99.4
A007,S010,SENS01,144,1373.5,11.2,1.226,20.39,196.4,129.0,71.9,Safe,97.2
A007,S010,SENS01,145,1259.4,10.59,1.19,21.01,208.8,132.2,65.0,Safe,102.2
A007,S010,SENS01,146,1139.4,9.59,1.188,21.05,214.5,132.7,60.3,Safe,95.9
A007,S010,SENS01,147,1012.3,8.3,1.22,20.5,187.3,120.0,62.7,Safe,92.4
A007,S010,SENS01,148,891.9,7.29,1.223,20.44,199.2,121.1,73.2,Safe,95.6
A007,S010,SENS01,149,768.2,6.3,1.219,20.51,210.6,112.7,69.8,Safe,88.7
A007,S010,SENS01,150,640.0,4.8,1.334,18.74,203.9,140.4,55.3,Safe,98.7
A007,S010,SENS01,151,511.2,4.12,1.241,20.15,195.2,112.7,70.7,Safe,91.5
A007,S010,SENS01,152,386.6,3.18,1.215,20.58,194.3,112.1,71.4,Safe,91.8
A007,S010,SENS01,153,263.8,2.1,1.255,19.93,202.0,127.8,73.2,Safe,101.0
A007,S010,SENS01,154,141.0,1.15,1.224,20.43,195.9,115.2,77.2,Warning,93.6
A007,S010,SENS01,155,2.2,0.02,1.372,18.22,197.6,141.9,66.9,Urgent,107.9
A007,S010,SENS01,156,2388.9,20.03,1.192,20.96,185.0,142.7,65.9,Safe,103.8
A007,S010,SENS01,157,2249.2,16.66,1.35,18.52,194.5,128.0,71.0,Safe,101.0
A007,S010,SENS01,158,2123.3,16.47,1.289,19.4,207.5,130.8,78.7,Safe,102.9
A007,S010,SENS01,159,1991.1,15.57,1.279,19.54,185.3,134.9,77.9,Safe,108.1
A007,S010,SENS01,160,1854.5,13.96,1.329,18.81,198.7,138.0,62.3,Safe,102.6
A007,S010,SENS01,161,1743.2,15.07,1.157,21.61,203.0,115.4,77.1,Safe,95.9
A007,S010,SENS01,162,1624.2,13.24,1.227,20.37,209.9,133.7,63.1,Safe,94.9
A007,S010,SENS01,163,1498.2,11.73,1.277,19.57,192.8,119.3,69.6,Safe,94.4
A007,S010,SENS01,164,1363.4,10.61,1.285,19.46,200.6,120.1,60.0,Safe,87.7
A007,S010,SENS01,165,1236.9,9.64,1.284,19.48,197.1,129.6,74.3,Safe,103.5
A007,S010,SENS01,166,1119.5,9.12,1.228,20.36,196.5,138.1,68.7,Safe,105.4
A007,S010,SENS01,167,987.4,7.59,1.301,19.21,185.5,131.1,72.6,Safe,102.0
A007,S010,SENS01,168,858.1,6.64,1.293,19.34,209.2,137.6,64.7,Safe,101.7
A007,S010,SENS01,169,743.1,6.39,1.163,21.5,208.0,117.1,77.4,Safe,100.6
A007,S010,SENS01,170,613.6,4.55,1.35,18.52,192.2,143.7,67.3,Safe,102.9
A007,S010,SENS01,171,481.8,3.78,1.273,19.63,214.3,134.8,74.4,Safe,106.0
A007,S010,SENS01,172,348.5,2.66,1.31,19.08,203.1,120.1,57.3,Safe,90.3
A007,S010,SENS01,173,206.1,1.5,1.375,18.18,196.0,144.6,62.8,Safe,101.4
A007,S010,SENS01,174,70.7,0.52,1.369,18.26,211.8,131.6,57.2,Urgent,92.3
A007,S010,SENS01,175,2454.3,21.26,1.155,21.65,210.9,121.7,70.2,Safe,94.7
A007,S010,SENS01,176,2330.4,19.41,1.201,20.82,212.2,119.9,57.3,Safe,89.4
A007,S010,SENS01,177,2195.2,16.67,1.317,18.98,186.8,122.0,69.6,Safe,94.6
A007,S010,SENS01,178,2060.3,16.04,1.285,19.46,197.3,142.6,68.0,Safe,103.9
A007,S010,SENS01,179,1932.5,15.71,1.23,20.32,208.2,118.2,77.3,Safe,99.4
A007,S010,SENS01,180,1817.8,15.08,1.206,20.74,198.8,121.8,66.5,Safe,95.0
A007,S010,SENS01,181,1696.5,13.84,1.226,20.4,208.7,110.4,71.1,Safe,92.1
A007,S010,SENS01,182,1561.0,11.61,1.345,18.59,205.2,130.0,75.9,Safe,102.1
A007,S010,SENS01,183,1437.7,11.32,1.27,19.68,197.5,117.5,79.8,Safe,98.9
A007,S010,SENS01,184,1302.7,9.8,1.33,18.8,190.6,134.4,75.3,Safe,102.4
A007,S010,SENS01,185,1172.4,9.42,1.245,20.09,207.1,132.6,78.2,Safe,108.5
A007,S010,SENS01,186,1054.9,8.88,1.189,21.03,204.8,119.9,69.6,Safe,92.8
A007,S010,SENS01,187,918.0,7.03,1.307,19.14,192.4,140.7,79.7,Safe,110.8
A007,S010,SENS01,188,789.6,6.25,1.263,19.79,206.8,133.7,72.5,Safe,101.9
A007,S010,SENS01,189,661.0,5.12,1.29,19.37,206.1,140.3,77.0,Safe,104.4
A007,S010,SENS01,190,535.6,4.41,1.213,20.61,196.8,110.6,59.9,Safe,85.2
A007,S010,SENS01,191,420.5,3.51,1.199,20.85,212.2,111.3,71.8,Safe,93.2
A007,S010,SENS01,192,296.4,2.32,1.28,19.53,201.5,136.3,78.4,Safe,103.6
